19.7, 27.4, 28.1, 32.6, 31.8, 28.0, 22.6, 15.1, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.8, 16.1
21.3, 28.7, 32.8, 31.3, 31.9, 30.3, 23.1, 16.0, 7.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.3, 16.6
21.5, 27.3, 29.3, 31.0, 27.6, 26.4, 22.1, 16.1, 8.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.6, 17.2
22.7, 30.0, 31.0, 30.7, 31.4, 28.6, 23.8, 15.8, 8.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.4, 16.3
24.3, 27.0, 35.5, 33.3, 29.4, 28.3, 19.9, 18.6, 8.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.1, 17.6
23.2, 29.1, 30.4, 30.9, 32.0, 26.6, 22.8, 18.2, 8.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.4, 18.4
21.5, 24.8, 27.1, 33.0, 29.7, 26.7, 22.1, 15.2, 8.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.7, 15.2
26.2, 30.3, 30.3, 31.2, 34.4, 27.1, 22.0, 18.4, 8.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.3, 16.2
20.7, 26.5, 28.5, 33.3, 32.3, 30.3, 24.6, 16.4, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.2, 17.0
19.8, 26.5, 32.3, 34.3, 30.9, 28.7, 22.0, 16.6, 9.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.8, 17.4
23.9, 28.3, 31.0, 34.5, 32.4, 27.0, 23.2, 16.7, 8.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.9, 17.0
24.5, 29.8, 30.5, 29.4, 30.4, 28.4, 23.6, 17.5, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.9, 16.5
22.5, 26.6, 32.9, 33.6, 29.7, 30.3, 23.9, 15.8, 8.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.2, 14.0
25.2, 27.1, 31.8, 30.0, 33.4, 28.0, 22.4, 18.5, 8.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.4, 16.5
21.6, 30.9, 30.4, 31.5, 31.7, 29.3, 22.1, 16.6, 8.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.8
21.3, 23.3, 29.0, 32.7, 32.0, 27.8, 24.2, 14.9, 7.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 16.3
22.1, 25.0, 31.0, 32.4, 30.5, 28.6, 20.9, 14.2, 8.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.7, 17.8
21.4, 29.2, 32.2, 34.3, 30.3, 27.4, 19.4, 16.5, 9.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.2, 16.6
23.3, 26.6, 30.8, 34.2, 28.5, 28.7, 21.7, 15.2, 8.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.3, 17.0
23.1, 25.8, 32.6, 33.2, 30.7, 30.2, 21.7, 16.6, 8.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.9, 16.9
23.7, 28.9, 33.2, 34.1, 26.8, 27.5, 20.7, 16.7, 7.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.3, 16.7
20.9, 26.3, 31.0, 29.9, 29.2, 27.8, 26.2, 18.1, 8.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.8, 16.9
24.4, 28.9, 30.6, 28.2, 27.7, 28.8, 21.8, 14.9, 7.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.2, 15.3
23.0, 28.9, 30.6, 30.6, 32.0, 29.3, 25.0, 16.0, 9.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.1, 13.4
21.6, 28.5, 28.9, 30.3, 31.7, 28.2, 23.4, 16.5, 9.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.6, 16.4
23.3, 28.1, 30.5, 33.7, 32.9, 28.4, 23.0, 17.5, 7.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.4, 16.0
23.5, 25.6, 29.9, 32.2, 29.3, 28.2, 22.4, 14.9, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.1, 14.1
23.5, 26.5, 33.0, 31.1, 31.9, 30.9, 22.8, 17.0, 8.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.7, 16.9
23.6, 25.8, 31.1, 30.8, 34.0, 28.8, 23.3, 16.3, 7.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 14.8
20.4, 27.7, 28.4, 32.0, 32.9, 27.4, 23.5, 17.1, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.3, 15.4
22.4, 26.7, 30.8, 29.5, 32.3, 27.5, 20.0, 16.6, 5.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.3, 14.9
22.5, 26.5, 29.5, 30.6, 31.1, 29.5, 21.5, 17.4, 7.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.9, 15.6
